question,answer
What are the call tariffs to Tunisia using SMART Roaming from Roaming Zone 5?,"Zone 5 Tarification avec SMART Roaming Appel vers la Tunisie 1,150"
What is the SMART Roaming tariff for calls to Tunisia when in Roaming Zone 6?,"Zone 6 Tarification avec SMART Roaming Appel vers la Tunisie 0,950"
How are calls billed when using SMART Roaming?,Les appels émis et reçus sont facturés par minute indivisible et affichés en dinar tunisien.
How can a particular customer contact customer service for assistance while abroad?,Client Particulier : +216 71 00 1298
How can a business customer contact customer service for assistance while abroad?,Client Entreprise : +216 71 00 1288
Is support available for the SMART Roaming service?,Besoin d'aide ?
What special roaming offer does Tunisie Telecom provide for Hajj pilgrims for 2025?,"Mobile Promotions À l’occasion du Hajj, Tunisie Telecom offre aux pèlerins l’opportunité de rester toujours en contact avec leurs proches, à travers des tarifs très avantageux :"
What is the reduced Pass Roaming Arabie Saoudite offer for Hajj 2025 providing 300 MB of data?,Réduction sur le Pass Roaming Arabie Saoudite spécial Hajj 2025 300 Mo Tarif 4 DT Valable 2 Jours *235#
What are the details of the 700 MB reduced Pass Roaming Arabie Saoudite for Hajj 2025?,700 Mo Tarif 9 DT Valable 5 Jours *235#
What does the 1.2 GB promotional Hajj 2025 pass offer?,Pass promotionnel spécial Hajj 2025 1.2 Go Tarif 15 DT Valable 10 Jours *235#
What are the specifics of the 2 GB promotional Hajj 2025 pass?,2 Go Tarif 24 DT Valable 15 Jours *235#
Until when is the Hajj 2025 roaming promotion valid?,Promo valable jusqu’au 30/06/2025
What help is available regarding the Hajj roaming promotion?,Besoin d'aide ?
What was the result of attempting to access the content for 'Fixe & internet Offres WAF'?,Error: HTTP 404.
What are the primary advantages of 'La Fibre RAPIDO' offer for users seeking high-speed internet and VoIP?,QUELS SONT LES AVANTAGES DE L'OFFRE LA FIBRE RAPIDO ? Vous cherchez une solution qui vous permet de naviguer sur internet en haut débit et d’effectuer des appels via VoIP ? La fibre RAPIDO vous permet de profiter du confort d’une connexion allant jusqu’à 1G sans limite 24h/24 7j/7 à des prix adaptés à votre budget !
"What are the key features of the 'La Fibre RAPIDO' offer regarding connection speed, line type, commitment, and VoIP options?",Le  confort d’une  connexion Très Haut Débit   sans limite 24h/24 et 7j/7 à des prix attractifs Une ligne Fixe hybride avec possibilité de recharger votre compte en toute sécurité et appeler en toute liberté ! Un engagement de 12 ou 24 mois Des forfaits  VoiP optionnels
What is the promotional offer for 'La Fibre RAPIDO' 100M with FSI partners?,Promo RAPIDO 100M TT propose le meilleur rapport débit / prix avec le lancement de la nouvelle promo de l’offre « La fibre RAPIDO » 100M au prix de 50M avec les FSI partenaires. La promo consiste à faire bénéficier les nouveaux RAPIDO du débit 100M au prix de 50M sur la durée de leur engagement.
Can customers on the 'La Fibre RAPIDO' 100M promo downgrade their speed?,Toute fois ces clients auront la possibilité d’un down grade gratuit avant la fin de la période de la promo
What are the promotional prices for 'La Fibre RAPIDO' 100M with 12-month and 24-month engagements?,"100 M Prix Promo engagement 12 Mois 69,900 DT TTC Prix Promo engagement 24 Mois 64,900 DT TTC"
What is the price for 'La Fibre RAPIDO' 500M with a 12 or 24-month engagement?,"500 M Prix engagement 12 & 24 Mois 349,900 DT TTC"
What is the price for 'La Fibre RAPIDO' 1G with a 12 or 24-month engagement?,"1 G Prix engagement 12 & 24 Mois 549,900 DT TTC"
What is the connection fee for 'La Fibre RAPIDO'?,"Frais de raccordement : 39,900 DT TTC"
What is the call tariff to local fixed and mobile networks with 'La Fibre RAPIDO'?,"Tarification très avantageuse vers les réseaux fixe et mobiles des opérateurs locaux à 0,035 DT TTC/min."
Are international call tariffs applicable to 'La Fibre RAPIDO' based on standard Tunisie Telecom fixed line rates?,Tarifs en vigueur Depuis le fixe de TUNISIE TELECOM pour les communications établies vers les destinations internationales.
What are the details of the 10 DT HT voice option for 'La Fibre RAPIDO'?,"OPTIONS VOIX 10 Forfait DT HT 8,5 Forfait en heure Vers Fixe [20h-07h] 5 Forfait en heure Vers Fixe & mobile 0,5"
Can you describe the 15 DT HT voice option for 'La Fibre RAPIDO'?,"15 Forfait DT HT 12,7 Forfait en heure Vers Fixe [20h-07h] Illimité Forfait en heure Vers Fixe & mobile 3"
What does the 30 DT HT voice option for 'La Fibre RAPIDO' include?,"30 Forfait DT HT 25,4 Forfait en heure Vers Fixe [20h-07h] Illimité Forfait en heure Vers Fixe & mobile 8"
What are the inclusions of the 50 DT HT voice option for 'La Fibre RAPIDO'?,"50 Forfait DT HT 42,4 Forfait en heure Vers Fixe [20h-07h] Illimité Forfait en heure Vers Fixe & mobile 20"
What is included in the F1 VoIP forfait for 'La Fibre RAPIDO' and what is its price?,"FORFAITS VOIP F1 Vers fixe et mobile Tunisie Telecom 60 minutes/ jour Vers fixe et mobile de tous les opérateurs du Réseau National 2 Heures Tarifs en DT TTC 5,050"
"What does the F2 VoIP forfait for 'La Fibre RAPIDO' offer, including international destinations, and what is its price?","F2 Vers fixe et mobile Tunisie Telecom 60 minutes/ jour Vers fixe et mobile de tous les opérateurs du Réseau National 3 Heures Vers l’International FIXE* 1 Heure Tarifs en DT TTC 7,550 *  France, Italie, Royaume Uni, Belgique, Espagne, Portugal, Pays-Bas, Suisse, Allemagne."
How can a customer subscribe to the 'La Fibre RAPIDO' offer and who is it for?,"COMMENT SOUSCRIRE L’OFFRE RAPIDO ? Si vous souhaitez souscrire l'offre fibre RAPIDO, il suffit de vous adresser à l’Espace TT le plus proche de chez vous pour vérifier la couverture de votre zone. Cette offre est destinée aux clients résidentiels qui se trouvent dans les zones couvertes par le réseau Très Haut Débit de TUNISIE TELECOM."
Is there assistance for the 'La Fibre RAPIDO' offer?,Besoin d'aide ?
"For customers without Fibre TT, what solution does the new Box 5G TT offer for very high-speed internet?",Fixe & internet Offres Vous n’avez pas encore la Fibre TT et vous cherchez une solution de connexion Très Haut Débit ? La nouvelle Box 5G TT est la Solution qui vous offre la meilleure expérience Très Haut Débit
What are the speed capabilities of the Box 5G TT?,Le Très Haut Débit en illimité et en toute Simplicité Des très Hauts Débits allant jusqu’à 100 M en Download et jusqu’à 20M en Upload pour tous vos usages au quotidien avec une stabilité optimale et une latence très faible
What are the Wi-Fi performance specifications of the D-Link Box 5G TT?,"Caractéristiques de la Box 5G D-Link de TT Performance WiFi 6 bi-bande : supporte jusqu’à 1,2Gbps en bande 5GHz et 574 Mbps en bande 2,4 GHz pour une couverture Indoor plus performante"
What is the MU-MIMO capability of the Box 5G TT?,Technologie MU-MIMI : Prise en charge simultanée Jusqu’à 64 users WIFI aussi bien en download qu’en upload (Connexion en simultané avec un débit garanti QoS et répartition intelligente).
What security and IP features does the Box 5G TT support?,Sécurité WIFI avec cryptage 128 bits Supporte IPV6
What user management and control features are available on the Box 5G TT?,Filtrage sur un clic des Utilisateurs WiFi Contrôle Parental avancé
What physical Ethernet ports does the Box 5G TT have?,1 interface LAN+1 Interface LAN/WAN Gigabit Ethernet Ports
What are the engagement periods and prices for the 30M Box 5G TT offer?,30 M Engagement 36 Mois 55 DT TTC Engagement 24 Mois 59.9 DT TTC
What are the engagement periods and prices for the 50M Box 5G TT offer?,50 M Engagement 36 Mois 64.9 DT TTC Engagement 24 Mois 69.9 DT TTC
What are the engagement periods and prices for the 100M Box 5G TT offer?,100 M Engagement 36 Mois 99.9 DT TTC Engagement 24 Mois 110.9 DT TTC
What is the minimum upfront payment for the Box 5G TT?,Paiement Minimum à l’acte : 3 mois à l’avance
"Is the Parental Control service free with the Box 5G TT, and what is the cost for a Fixed IP service?",Service Contrôle Parental : Gratuit Service IP Fixe : 10 DT/ Mois
What are the VAT and SIM card fees associated with the Box 5G TT offer?,Tarifs en DT TTC (TVA de 7%) + 2 DT TTC Frais de la carte SIM
Is the Box 5G TT device provided free of charge during the subscription period?,La Box 5G TT est mise à votre disposition gratuitement durant la période de l'abonnement
"How many free transfers per year are allowed for Box 5G TT customers, and under what conditions?",Jusqu’à 2 Transferts Gratuits par an (Sous réserve d’éligibilité et couverture de la nouvelle adresse au réseau 5G TT)
What kind of customer support is provided for the setup and operation of the Box 5G TT?,Accompagnement & assistance client personnalisés pour le branchement et la mise en marche de la Box Assistance 24/24 et 7/7 via notre Service Clients au 1298 (50 millimes l’appel)
How can a customer subscribe to the BOX 5G TT offer and the Fixed IP service?,"Comment souscrire à l’offre BOX 5G TT ? Pour souscrire à l’offre et au service IP Fixe, il suffit de vous adresser à l’Espace TT le plus proche de chez vous."
Who is the BOX 5G TT offer intended for?,L’offre est destinée à tous les clients résidentiels B2C se trouvant dans la zone couverte par le réseau 5G de TT et sous réserve d’étude d’éligibilité à l’offre.
Where can one get more information about the BOX 5G TT offer?,Pour plus d’informations veuillez appeler notre service client au 1298 .
What are the initial steps to branch the Box 5G TT (DWR-2000M)?,Comment brancher votre Box 5G TT ? Assurez-vous que votre BOX 5G mobile DWR-2000M est hors tension avant d'effectuer les étapes suivantes : Insérez la Micro SIM dans la fente pour carte SIM de l'appareil. Insérez le câble Ethernet dans le port LAN situé sur le panneau arrière du routeur mobile DWR-2000M et l'autre extrémité dans un port Ethernet d'un ordinateur pour configurer l'appareil. Connectez l'adaptateur d'alimentation à la prise située sur le panneau arrière de votre routeur mobileDWR-2000M et branchez l'autre extrémité de l'adaptateur d'alimentation dans une prise murale ou une barre d'alimentation.
What do the LED indicators signify when the Box 5G TT is powered on and connected?,"a. Le voyant Power LED O s'allume pour indiquer que le routeur est alimenté en électricité. b. Après quelques instants, si une connexion a été établie, les DEL suivantes s'allument : Alimentation, Wi-Fi, 4G, 5G (en fonction du réseau disponible). c. Le processus d'initialisation dure environ 45 secondes à une minute."
How do you connect to the Box 5G TT via WiFi?,"Connexion WiFi Sélectionnez le réseau de la Box 5G pour les bandes 2,4 GHz et 5GHz (les deux noms du réseau sont mentionnés sur l’étiquette collée au-dessous de la Box) Cliquez sur le bouton Connecter Il vous sera demandé d’entrer un mot de passe. Saisissez la clé de sécurité inscrite sur l’étiquette de la Box 5G et cliquez sur le bouton Connecter. Les mots de passe relatifs aux deux bandes sont mentionnés sur l’étiquette collée au-dessous de la Box."
Where can I find Frequently Asked Questions about the Box 5G TT?,FAQ Box 5GTT
Is there assistance for the Box 5G TT offer?,Besoin d'aide ?
"For customers not covered by TT's wired network but with 4G access, what internet solution is offered?",Fixe & internet Offres Vous êtes un client non couvert par le réseau filaire de TT mais disposez du réseau 4G ? Vous cherchez une solution pour profiter de la connexion internet dans le confort de votre domicile ? Les forfaits Netbox sont exactement ce qu’il vous faut ! Ils vous permettent une connexion à des forfaits généreux avec un débit allant jusqu’à 150 Mbps!
What is the price and validity of the 25 Go prepaid Netbox forfait (without Box)?,Forfaits Netbox Prépayés Achetez le forfait qui vous convient et profitez-en instantanément : 25 Go Prix TTC sans Box 30 DT Validité 30 Jours
